year,A1,A2,A3
,label A1,label A2,label A3
1987,23,2814,173
1988,23,2914,185
1989,11,2991,115
1990,28,2808,180
1991,21,3124,169
1992,23,3128,145
1993,11,3270,89
1994,22,3033,160
1995,10,3007,93
1996,18,2945,159
1997,24,2855,225
1998,44,3003,316
1999,10,2860,95
2000,5,2951,104
2001,22,3097,142
2002,25,3177,166
2003,13,2739,113
2004,17,3062,169
2005,5,3142,68
2006,16,3325,129
2007,6,3007,116
2008,14,2923,125
2009,32,2823,205
2010,25,3200,158
2011,19,3189,151
2012,17,3016,108
2013,5,3135,71
2014,16,2786,118
2015,26,3061,193
2016,17,3140,139
2016
2017,31,2609,203
2018,26,2577,215
2019,48,2621,322
2020,13,2685,109
2021,22,2857,170
2022,16,2771,129
2023,24,2419,218
2024,28,2506,197
2025,28,2635,173
2026,22,2687,210
2027,34,2754,301
2028,8,3041,85
2029,7,2677,83
2030,19,2636,162
2031,31,2964,193
2032,16,2512,150
2033,31,2761,217
2034,22,2665,137
2035,28,2923,188
2036,40,3116,219
2037,43,2800,284
2038,33,2505,235
2039,41,2799,314
2040,36,2718,253
2041,37,2459,294
2042,26,2465,192
2043,28,2646,222
2044,46,2565,305
2045,31,2805,191
2046,27,2863,167

min,,2000
max,,4000
steps,,9
decimal
