year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,80,-78,-56,7
1988,45,-224,-150,40
1989,-24,-171,-192,47
1990,-51,-172,-178,32
1991,-44,-171,-245,7
1992,84,-272,-165,73
1993,-8,-172,-50,94
1994,72,-148,-94,33
1995,22,10,-112,38
1996,-26,-120,-46,46
1997,18,-172,-139,60
1998,0,-138,62,97
1999,46,-41,-55,49
2000,167,-226,-109,23
2001,77,-101,-33,68
2002,-2,-123,-78,155
2003,15,-275,-227,27
2004,37,-38,-101,83
2005,36,-188,-92,24
2006,48,-216,-218,29
2007,35,-165,-50,57
2008,37,-113,-132,49
2009,49,-145,-182,135
2010,36,-168,73,112
2011,-2,-239,13,23
2012,19,-172,-96,89
2013,76,55,-217,43
2014,-33,-141,-41,24
2015,18,-169,-129,101
2016,66,-111,-232,117
