year,annual-average-temperature
1987,8.1
1988,9.9
1989,10.5
1990,10.4
1991,9.2
1992,10.2
1993,9.3
1994,10.6
1995,9.5
1996,7.5
1997,9.4
1998,9.9
1999,10.1
2000,10.9
2001,9.6
2002,10.1
2003,9.9
2004,9.5
2005,9.6
2006,10.2
2007,10.6
2008,10.5
2009,10.0
2010,8.3
2011,10.4
2012,9.8
2013,9.4
2014,11.1
2015,10.9
2016,10.4
