year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.8,12.1,16.8,6.0
1988,3.2,13.3,17.3,5.5
1989,5.1,13.0,17.8,6.1
1990,6.0,13.2,16.7,5.8
1991,2.2,11.2,18.4,4.7
1992,3.4,13.9,18.5,4.8
1993,2.2,14.6,15.8,4.3
1994,3.4,13.2,18.8,6.7
1995,3.3,12.0,18.0,4.5
1996,-1.6,12.2,15.3,4.1
1997,2.8,12.0,17.9,4.9
1998,4.4,14.3,16.6,4.1
1999,3.1,13.2,18.6,5.4
2000,3.6,15.1,17.0,7.6
2001,2.6,12.5,17.4,5.8
2002,4.2,13.7,18.0,4.4
2003,0.9,14.6,18.8,5.2
2004,2.4,12.4,17.2,5.9
2005,1.7,13.4,17.3,5.9
2006,-0.7,13.3,19.3,8.5
2007,5.4,14.9,16.9,5.0
2008,4.7,13.7,17.4,6.1
2009,1.3,14.2,18.6,5.7
2010,-0.1,12.6,17.6,3.1
2011,2.3,14.8,17.6,6.5
2012,2.3,13.5,17.9,5.4
2013,-0.6,12.9,17.8,7.1
2014,4.7,13.9,18.3,7.4
2015,3.6,13.0,18.8,8.0
2016,3.2,13.8,19.0,5.5
