year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,64,135,1
1988,72,132,0
1989,79,138,0
1990,55,133,0
1991,73,140,0
1992,73,136,0
1993,93,142,0
1994,60,138,0
1995,59,126,0
1996,66,137,0
1997,88,140,0
1998,75,130,0
1999,59,130,2
2000,86,140,0
2001,86,138,1
2002,76,141,0
2003,61,124,0
2004,77,151,0
2005,79,141,1
2006,88,142,0
2007,83,142,0
2008,60,126,0
2009,68,134,0
2010,76,143,0
2011,76,145,0
2012,64,144,0
2013,70,135,0
2014,50,126,0
2015,74,143,1
2016,72,134,0
2016
2017,64,136,1
2018,63,134,1
2019,79,128,0
2020,64,130,0
2021,73,134,1
2022,73,129,0
2023,60,119,1
2024,44,124,0
2025,49,143,0
2026,72,131,0
2027,69,130,0
2028,87,139,0
2029,64,117,0
2030,59,129,0
2031,69,141,0
2032,60,138,1
2033,69,146,1
2034,75,131,1
2035,57,140,0
2036,86,148,1
2037,56,134,0
2038,38,135,1
2039,72,132,2
2040,49,127,0
2041,61,122,0
2042,59,119,0
2043,69,126,0
2044,28,141,0
2045,83,134,0
2046,64,147,0

min,,90,0
max,,190,6
steps,,11,7
decimal
