year,annual-estival-days
1987,18
1988,32
1989,41
1990,37
1991,37
1992,68
1993,32
1994,43
1995,53
1996,25
1997,53
1998,31
1999,45
2000,40
2001,32
2002,41
2003,66
2004,31
2005,41
2006,59
2007,48
2008,46
2009,44
2010,41
2011,52
2012,43
2013,47
2014,39
2015,51
2016,60

min,16
max,130
steps,9
decimal
