year,annual-precipitations
1987,544
1988,418
1989,387
1990,397
1991,273
1992,522
1993,639
1994,688
1995,673
1996,472
1997,501
1998,768
1999,654
2000,590
2001,726
2002,682
2003,393
2004,709
2005,521
2006,448
2007,695
2008,624
2009,575
2010,738
2011,604
2012,630
2013,670
2014,564
2015,635
2016,606

min,300
max,2000
steps,10
decimal
