year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.7,11.2,15.8,9.0
1988,7.1,12.1,14.5,9.8
1989,7.9,12.3,17.1,10.0
1990,8.8,12.3,16.3,9.4
1991,5.8,11.3,16.1,8.7
1992,6.6,12.6,15.3,8.3
1993,7.4,12.2,14.7,8.3
1994,7.5,11.1,15.6,10.8
1995,7.6,12.1,17.4,9.7
1996,6.1,10.9,15.6,8.4
1997,6.8,12.0,16.3,10.3
1998,7.8,12.2,15.6,9.4
1999,7.4,12.3,16.3,9.5
2000,7.6,11.7,16.2,9.3
2001,6.7,11.8,16.1,9.8
2002,8.3,11.5,15.8,10.2
2003,7.0,12.5,16.9,9.4
2004,7.1,12.5,16.0,9.7
2005,7.1,11.9,16.3,9.7
2006,5.6,12.2,17.4,10.7
2007,8.4,13.3,15.1,9.9
2008,7.5,12.3,15.2,8.6
2009,6.4,12.3,15.7,9.8
2010,5.2,12.1,15.7,7.4
2011,7.4,13.1,15.7,11.3
2012,7.9,11.6,15.4,9.3
2013,5.7,11.0,16.9,10.2
2014,8.0,13.0,16.8,10.5
2015,6.9,12.4,15.5,11.8
2016,7.4,12.3,16.6,9.7
