year,annual-hydric-deficit
1987,262
1988,371
1989,158
1990,152
1991,252
1992,198
1993,604
1994,561
1995,351
1996,476
1997,303
1998,405
1999,444
2000,445
2001,214
2002,458
2003,59
2004,270
2005,190
2006,150
2007,352
2008,440
2009,441
2010,239
2011,84
2012,744
2013,334
2014,408
2015,299
2016,301
