year,F1,F3,M4
,label F1,label F3,label M4
1987,45,132,0
1988,28,138,2
1989,34,139,2
1990,44,136,1
1991,26,134,1
1992,42,134,0
1993,47,133,2
1994,42,135,1
1995,28,139,0
1996,37,129,2
1997,47,130,2
1998,33,137,0
1999,47,133,2
2000,41,137,2
2001,34,131,1
2002,39,124,1
2003,44,130,2
2004,46,133,3
2005,46,130,3
2006,28,137,0
2007,50,139,0
2008,48,134,0
2009,36,135,2
2010,36,130,2
2011,44,131,1
2012,33,131,3
2013,38,133,1
2014,44,134,2
2015,39,138,1
2016,26,131,0
2016
2017,33,129,2
2018,28,132,2
2019,26,125,1
2020,25,128,1
2021,32,124,4
2022,28,123,0
2023,44,132,1
2024,28,119,3
2025,29,126,1
2026,34,126,2
2027,26,133,0
2028,30,134,2
2029,32,133,2
2030,39,126,3
2031,34,123,0
2032,32,128,1
2033,31,132,2
2034,34,135,2
2035,36,137,1
2036,30,137,0
2037,36,132,1
2038,18,131,2
2039,43,140,1
2040,33,133,0
2041,31,121,2
2042,28,131,1
2043,31,133,2
2044,28,127,0
2045,24,130,1
2046,36,127,2
