year,annual-precipitations
1987,892
1988,1017
1989,905
1990,913
1991,853
1992,859
1993,1254
1994,1221
1995,1113
1996,1150
1997,962
1998,1055
1999,1119
2000,1102
2001,896
2002,1117
2003,780
2004,933
2005,844
2006,852
2007,1047
2008,1082
2009,1116
2010,925
2011,794
2012,1390
2013,1044
2014,1150
2015,1021
2016,966
