year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,195,207,109,381
1988,421,121,241,235
1989,290,109,120,386
1990,338,140,160,274
1991,279,194,170,209
1992,156,144,239,320
1993,177,299,324,454
1994,405,184,250,382
1995,345,78,147,544
1996,481,197,158,315
1997,164,202,211,385
1998,226,212,224,393
1999,236,266,250,367
2000,178,256,153,516
2001,346,165,146,238
2002,251,271,126,469
2003,192,200,136,253
2004,281,164,211,277
2005,134,191,183,336
2006,197,178,102,376
2007,388,211,200,248
2008,257,175,399,252
2009,272,176,238,431
2010,272,121,298,235
2011,236,124,186,248
2012,119,356,337,579
2013,321,146,137,440
2014,445,224,172,309
2015,257,136,271,357
2016,389,188,193,196
