year,annual-estival-days
1987,2
1988,1
1989,13
1990,9
1991,3
1992,1
1993,0
1994,1
1995,18
1996,0
1997,2
1998,1
1999,1
2000,0
2001,4
2002,1
2003,11
2004,6
2005,1
2006,10
2007,0
2008,0
2009,1
2010,0
2011,2
2012,2
2013,9
2014,3
2015,1
2016,2
