year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,110,-14,-134,300
1988,313,-127,26,160
1989,207,-176,-173,301
1990,240,-132,-137,182
1991,202,-16,-58,124
1992,75,-137,21,239
1993,91,63,89,362
1994,322,-55,-6,300
1995,244,-194,-166,466
1996,390,-42,-109,236
1997,84,-50,-29,298
1998,141,-25,-14,303
1999,151,19,-4,278
2000,82,26,-95,432
2001,265,-97,-111,156
2002,160,43,-133,389
2003,94,-50,-151,165
2004,189,-93,-31,206
2005,36,-36,-67,256
2006,112,-70,-183,291
2007,284,-50,-45,163
2008,158,-79,184,178
2009,182,-84,1,343
2010,188,-161,56,157
2011,152,-154,-73,159
2012,15,120,103,506
2013,236,-109,-153,359
2014,346,-41,-118,221
2015,157,-140,18,264
2016,293,-59,-50,118
