year,annual-hydric-deficit
1987,-358
1988,5
1989,-486
1990,-370
1991,-273
1992,-20
1993,-33
1994,-143
1995,-361
1996,-91
1997,-145
1998,-332
1999,-202
2000,-285
2001,-341
2002,-146
2003,-398
2004,-240
2005,-392
2006,-376
2007,-328
2008,-140
2009,-332
2010,-230
2011,-499
2012,-373
2013,-216
2014,-138
2015,-408
2016,-330
