year,F1,F3,M4
,label F1,label F3,label M4
1987,37,113,3
1988,21,126,2
1989,37,115,3
1990,28,107,3
1991,45,115,4
1992,38,112,2
1993,36,115,4
1994,45,114,3
1995,27,122,3
1996,38,116,3
1997,45,115,3
1998,28,118,1
1999,45,121,3
2000,29,116,1
2001,34,125,3
2002,39,107,2
2003,40,112,3
2004,36,112,2
2005,31,112,2
2006,36,123,2
2007,43,116,1
2008,52,117,3
2009,30,116,3
2010,42,117,5
2011,35,123,2
2012,23,107,2
2013,29,117,3
2014,32,105,6
2015,36,116,3
2016,35,113,4
2016
2017,26,117,4
2018,22,113,6
2019,33,95,5
2020,24,109,8
2021,19,109,2
2022,27,114,4
2023,17,114,5
2024,28,110,3
2025,26,96,5
2026,22,115,3
2027,27,114,3
2028,26,108,4
2029,23,100,4
2030,27,103,6
2031,31,115,5
2032,20,104,5
2033,39,112,8
2034,40,121,5
2035,30,118,5
2036,39,104,5
2037,24,103,7
2038,19,103,6
2039,25,110,5
2040,27,107,4
2041,34,115,6
2042,21,101,7
2043,39,104,7
2044,22,110,4
2045,23,103,5
2046,21,111,7

min,,70
max,,140
steps,,11
decimal


