year,annual-average-temperature
1987,13.0
1988,13.4
1989,14.1
1990,14.0
1991,13.1
1992,13.3
1993,13.1
1994,13.8
1995,13.4
1996,13.0
1997,14.2
1998,13.2
1999,13.6
2000,14.0
2001,13.6
2002,13.9
2003,14.8
2004,13.6
2005,13.2
2006,14.4
2007,13.4
2008,13.4
2009,14.1
2010,13.0
2011,14.7
2012,13.7
2013,13.1
2014,14.3
2015,14.1
2016,14.0

min,10
max,16
steps,7
decimal


