year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,27,0,-175,6,6,-383,42,12,74
1988,24,4,-99,5,4,-201,46,6,135
1989,15,0,-54,7,4,-304,53,3,72
1990,31,0,-85,8,11,-215,39,14,133
1991,29,1,-94,7,9,-308,47,5,73
1992,28,0,-76,8,6,-243,51,4,115
1993,18,0,-175,7,1,-277,54,2,223
1994,37,0,-199,6,9,-357,34,6,111
1995,14,3,39,5,6,-127,39,9,54
1996,21,0,-89,7,14,-311,56,5,94
1997,25,1,-50,3,3,-278,37,1,68
1998,16,0,-17,5,2,-164,60,12,81
1999,39,2,-138,4,13,-352,41,5,118
2000,22,0,-50,5,5,-248,59,5,142
2001,23,1,-101,7,11,-297,58,7,90
2002,24,0,-98,7,9,-152,49,7,238
2003,32,0,-133,7,16,-375,44,5,61
2004,18,0,-29,4,6,-262,44,8,96
2005,23,1,0,2,5,-210,49,2,42
2006,21,2,-67,7,4,-224,44,4,113
2007,13,0,-67,3,4,-168,63,4,142
2008,21,0,-96,8,11,-322,49,13,104
2009,16,1,-104,7,11,-325,52,7,98
2010,26,1,-44,7,11,-325,43,8,35
2011,37,2,-172,7,12,-349,32,0,86
2012,27,0,-103,5,5,-212,45,8,144
2013,17,1,-92,4,13,-287,54,9,76
2014,35,0,-123,6,3,-302,31,7,135
2015,26,0,-123,6,0,-189,44,2,169
2016,31,1,-123,5,15,-350,48,10,64
2016
2017,50,0,-169,6,30,-352,34,1,116
2018,41,0,-157,7,9,-376,38,0,80
2019,47,0,-203,7,21,-383,33,1,111
2020,39,0,-190,9,24,-435,30,4,40
2021,34,0,-108,6,17,-323,46,0,75
2022,52,0,-129,7,19,-372,27,0,107
2023,36,1,-186,10,13,-460,31,0,71
2024,21,0,-156,6,7,-392,46,0,41
2025,54,0,-145,6,11,-417,26,4,66
2026,35,0,-167,6,17,-386,34,6,78
2027,40,0,-155,5,24,-389,50,2,12
2028,45,0,-115,8,9,-264,39,5,32
2029,45,0,-189,7,18,-419,17,1,93
2030,41,0,-232,9,12,-430,33,7,166
2031,42,1,-121,9,11,-332,30,5,79
2032,43,0,-118,7,10,-334,28,6,84
2033,39,1,-180,9,23,-443,32,1,45
2034,43,3,-208,9,9,-422,34,6,83
2035,28,0,-147,10,17,-316,47,10,113
2036,31,0,-166,8,6,-375,29,10,45
2037,41,0,-158,8,16,-387,44,1,47
2038,44,0,-221,7,29,-511,38,6,50
2039,55,1,-220,8,17,-373,20,1,142
2040,26,1,-121,4,8,-288,36,4,36
2041,45,0,-199,5,10,-409,28,8,100
2042,30,0,-91,9,12,-367,33,3,19
2043,44,0,-118,8,20,-399,37,3,52
2044,35,0,-121,6,12,-319,36,2,72
2045,49,0,-171,6,13,-301,34,1,62
2046,55,0,-230,9,23,-502,32,0,63

min,,0
max,,6
steps,,7
decimal
