year,annual-average-temperature
1987,9.8
1988,11.1
1989,11.2
1990,11.2
1991,10.3
1992,10.4
1993,9.7
1994,11.2
1995,11.0
1996,9.5
1997,10.9
1998,10.6
1999,11.3
2000,11.5
2001,10.9
2002,11.4
2003,11.4
2004,10.6
2005,10.9
2006,11.4
2007,11.3
2008,10.7
2009,11.0
2010,9.9
2011,11.7
2012,11.1
2013,10.6
2014,12.2
2015,11.8
2016,11.2
