year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1390,10,-237,1
1988,1430,9,-268,7
1989,1366,10,-248,1
1990,1256,9,-258,6
1991,1536,9,-373,3
1992,1460,10,-300,6
1993,1312,9,-319,8
1994,1541,10,-503,7
1995,1595,11,-128,4
1996,1244,10,-364,2
1997,1230,9,-380,4
1998,1415,9,-264,5
1999,1341,9,-427,0
2000,1567,11,-405,3
2001,1576,11,-237,0
2002,1547,12,-292,10
2003,1351,11,-128,9
2004,1679,13,-385,2
2005,1504,9,-320,0
2006,1498,11,-428,13
2007,1363,9,-347,1
2008,1504,11,-267,7
2009,1392,11,-329,1
2010,1675,11,-266,1
2011,1397,10,-346,2
2012,1572,11,-321,1
2013,1446,11,-334,1
2014,1671,10,-369,0
2015,1610,12,-373,2
2016,1810,12,-389,3
2016
2017,1802,12,-343,0
2018,1689,10,-341,3
2019,1702,13,-215,0
2020,1611,12,-326,6
2021,1577,10,-334,3
2022,1654,11,-437,4
2023,1811,11,-544,0
2024,1708,12,-413,2
2025,1743,12,-245,2
2026,1723,11,-529,0
2027,1535,10,-403,1
2028,1685,10,-289,1
2029,1697,11,-451,0
2030,1598,11,-357,4
2031,1725,10,-306,0
2032,1761,9,-429,4
2033,1724,10,-430,0
2034,1648,11,-318,0
2035,1728,11,-366,0
2036,1867,13,-399,8
2037,1707,12,-367,0
2038,1809,10,-404,6
2039,1612,11,-401,2
2040,1783,11,-324,2
2041,1769,12,-393,0
2042,2101,12,-449,2
2043,1956,13,-504,0
2044,1353,10,-263,2
2045,1508,11,-280,2
2046,1776,13,-351,0
