year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.5,12.3,17.6,7.8
1988,6.0,13.7,16.6,8.0
1989,6.4,13.0,17.8,7.6
1990,7.0,13.1,17.2,7.4
1991,4.2,11.5,18.8,6.3
1992,4.7,13.2,17.5,6.0
1993,3.7,13.9,15.7,5.3
1994,5.4,12.5,17.9,8.8
1995,5.4,12.4,18.3,7.6
1996,3.3,12.6,16.1,6.0
1997,4.6,12.8,18.4,7.5
1998,5.5,13.6,17.2,6.1
1999,5.4,13.8,18.9,6.9
2000,5.5,14.0,17.5,8.9
2001,5.9,12.9,17.4,7.3
2002,6.3,13.5,17.2,8.5
2003,4.3,14.8,19.3,7.0
2004,4.6,12.8,18.2,7.0
2005,4.1,14.0,17.7,7.5
2006,3.2,13.6,19.3,9.1
2007,6.8,15.5,16.4,6.3
2008,5.7,13.7,16.8,6.6
2009,3.4,14.2,18.6,7.8
2010,3.3,13.0,17.6,5.5
2011,5.4,15.0,17.5,8.8
2012,4.9,13.6,17.9,8.0
2013,2.9,12.4,18.7,8.2
2014,7.0,14.4,18.0,9.2
2015,4.6,14.1,18.7,9.7
2016,5.3,13.5,19.2,6.8
