year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,761,591,-29,-237,137,10.4,3845,31,17.2,48
1988,741,614,-73,-268,133,10.4,3829,42,17.3,59
1989,638,605,-171,-248,25,10.6,3899,24,17.0,45
1990,668,586,-108,-258,41,10.5,3879,18,15.3,36
1991,736,742,-266,-373,78,10.4,3822,46,18.0,56
1992,666,612,-152,-300,29,10.2,3857,32,17.0,68
1993,723,712,-287,-319,42,10.6,3903,39,17.9,44
1994,589,774,-439,-503,15,10.5,3865,45,18.1,62
1995,804,604,7,-128,50,10.4,3827,40,17.8,71
1996,730,680,-228,-364,90,9.7,3625,14,16.0,60
1997,586,674,-352,-380,6,9.6,3587,39,16.7,69
1998,655,614,-150,-264,43,9.6,3637,28,16.7,78
1999,634,736,-378,-427,14,9.4,3497,38,17.0,70
2000,680,757,-337,-405,-2,10.7,3969,40,17.2,47
2001,716,613,-95,-237,74,10.8,3975,43,18.3,51
2002,589,624,-237,-292,58,10.1,3784,41,18.0,83
2003,817,581,34,-128,57,10.6,3872,31,17.7,57
2004,552,671,-336,-385,6,11.0,4086,55,19.5,56
2005,678,610,-133,-320,82,10.9,4018,36,16.8,46
2006,518,642,-341,-428,50,11.0,4072,47,18.3,55
2007,525,595,-275,-347,7,10.4,3874,24,16.5,52
2008,644,612,-152,-267,29,9.8,3654,37,17.3,85
2009,620,576,-166,-329,103,11.4,4180,25,16.9,27
2010,677,629,-150,-266,86,10.8,3985,51,18.2,55
2011,525,614,-284,-346,59,9.9,3679,30,17.2,71
2012,597,619,-213,-321,50,10.8,3963,31,17.6,55
2013,617,634,-225,-334,10,10.4,3817,32,17.0,59
2014,564,651,-277,-369,51,11.1,4087,47,18.4,43
2015,523,638,-318,-373,7,11.1,4076,52,18.8,43
2016,562,681,-308,-389,35,10.6,3966,58,19.4,81
2016
2017,699,664,-155,-343,126,11.1,4108,69,18.8,43
2018,682,655,-175,-341,57,11.7,4288,52,18.1,31
2019,728,627,-104,-215,39,11.8,4318,49,18.7,29
2020,722,623,-94,-326,142,11.3,4138,55,18.9,42
2021,719,728,-277,-334,69,11.6,4251,56,18.2,33
2022,550,627,-309,-437,150,12.1,4410,54,17.8,32
2023,719,783,-374,-544,87,12.2,4459,66,19.0,25
2024,668,761,-359,-413,-45,11.0,4102,49,17.9,65
2025,754,615,-58,-245,99,12.1,4408,55,19.1,16
2026,538,777,-529,-529,55,11.6,4237,61,18.5,35
2027,725,730,-291,-403,72,11.4,4192,52,17.5,29
2028,709,651,-140,-289,101,11.5,4238,49,18.1,42
2029,589,740,-460,-451,-29,11.8,4317,44,17.9,24
2030,803,750,-204,-357,67,11.0,4050,49,18.5,50
2031,684,627,-164,-306,101,12.0,4421,50,17.8,40
2032,601,681,-285,-429,86,12.0,4398,66,17.9,36
2033,700,674,-177,-430,196,11.3,4149,49,18.1,34
2034,629,624,-212,-318,122,11.4,4187,50,18.6,37
2035,665,654,-194,-366,110,11.9,4372,64,19.5,35
2036,639,682,-236,-399,79,11.4,4233,73,20.0,57
2037,600,640,-233,-367,78,11.5,4224,56,19.1,29
2038,603,674,-262,-404,99,11.6,4262,68,18.8,49
2039,652,643,-191,-401,88,11.3,4138,46,17.4,38
2040,665,653,-189,-324,98,12.0,4428,51,18.3,40
2041,632,653,-222,-393,75,11.5,4228,56,18.5,46
2042,584,727,-332,-449,63,12.5,4571,86,20.4,31
2043,520,699,-394,-504,43,12.5,4586,73,19.3,24
2044,608,583,-192,-263,43,10.9,3995,31,16.1,41
2045,680,602,-111,-280,40,10.0,3774,39,17.7,56
2046,623,651,-227,-351,91,12.0,4378,60,19.1,39

min,500,500,,,,8,3000,,14
max,1000,900,,,,14,5000,,22
steps,11,9,,,,7,11,,5
decimal
