year,annual-estival-days
1987,37
1988,33
1989,56
1990,43
1991,49
1992,46
1993,36
1994,42
1995,54
1996,44
1997,51
1998,35
1999,53
2000,43
2001,46
2002,31
2003,76
2004,48
2005,48
2006,50
2007,36
2008,31
2009,52
2010,42
2011,43
2012,43
2013,45
2014,32
2015,48
2016,42
