year,annual-estival-days
1987,16
1988,26
1989,36
1990,31
1991,23
1992,33
1993,24
1994,34
1995,35
1996,17
1997,26
1998,25
1999,37
2000,26
2001,28
2002,30
2003,54
2004,29
2005,34
2006,40
2007,27
2008,26
2009,32
2010,28
2011,34
2012,29
2013,29
2014,24
2015,40
2016,40

min,16
max,130
steps,9
decimal
