year,A1,A2,A3
,label A1,label A2,label A3
1987,6,3211,49
1988,14,3522,103
1989,8,3311,62
1990,2,3064,28
1991,6,3183,62
1992,14,3374,103
1993,3,2967,72
1994,9,3280,89
1995,12,3253,75
1996,28,3088,208
1997,0,3335,9
1998,12,3220,86
1999,1,3164,33
2000,11,3179,101
2001,8,3132,73
2002,2,3426,39
2003,2,3242,37
2004,7,3335,63
2005,7,3157,57
2006,15,3340,113
2007,1,3215,41
2008,7,3270,79
2009,4,3111,50
2010,16,3388,108
2011,38,2788,239
2012,5,3499,52
2013,10,3295,69
2014,2,2783,41
2015,6,3571,43
2016,5,3291,51
2016
2017,18,3067,138
2018,19,2902,140
2019,31,2909,199
2020,10,2737,68
2021,8,2845,93
2022,25,2976,176
2023,5,2779,80
2024,29,3162,249
2025,11,2891,103
2026,29,2874,204
2027,2,2906,31
2028,7,2609,78
2029,3,2848,81
2030,9,2930,113
2031,12,2819,87
2032,26,2486,184
2033,16,2870,142
2034,17,2925,134
2035,15,2596,130
2036,21,2773,126
2037,15,2989,104
2038,16,2932,101
2039,23,2775,162
2040,18,2853,125
2041,7,2981,70
2042,28,2727,190
2043,22,2913,162
2044,18,2834,147
2045,23,3236,172
2046,21,2905,140

min,,2000
max,,4000
steps,,9
decimal
