year,annual-hydric-deficit
1987,248
1988,35
1989,-77
1990,-321
1991,-413
1992,-122
1993,-129
1994,-19
1995,-93
1996,-25
1997,-133
1998,-104
1999,-90
2000,-172
2001,-74
2002,100
2003,-360
2004,-161
2005,-212
2006,-204
2007,1
2008,-267
2009,32
2010,-14
2011,-219
2012,-137
2013,15
2014,17
2015,-281
2016,-200
