year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-3.0,11.3,16.0,5.2
1988,2.7,12.7,16.3,5.1
1989,3.9,12.3,17.0,5.2
1990,5.0,12.1,15.7,5.0
1991,2.1,9.8,17.2,4.5
1992,2.9,12.6,17.1,4.3
1993,1.0,13.6,15.0,3.3
1994,2.6,12.1,17.4,5.9
1995,2.5,11.2,17.0,4.1
1996,-2.1,11.1,14.3,3.6
1997,2.3,11.3,17.1,4.5
1998,4.1,13.1,15.7,3.5
1999,2.9,12.7,17.9,4.8
2000,3.5,13.8,16.0,6.5
2001,2.3,11.9,16.6,5.5
2002,3.6,12.7,16.8,4.3
2003,1.0,13.8,18.0,4.5
2004,2.1,11.6,16.6,5.1
2005,1.4,12.5,16.6,5.8
2006,-1.0,12.5,18.4,8.2
2007,4.9,14.1,15.7,4.5
2008,4.0,12.7,16.4,5.1
2009,0.9,13.2,17.3,5.5
2010,-0.4,11.6,16.8,2.7
2011,2.3,14.1,16.9,6.1
2012,2.1,12.6,16.8,5.3
2013,-1.0,11.7,17.0,6.4
2014,4.6,12.9,16.9,6.9
2015,2.6,12.1,17.7,7.7
2016,2.5,12.9,18.3,4.9
