year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,197,248,212,163
1988,254,67,163,215
1989,108,111,200,180
1990,68,99,119,111
1991,38,86,78,57
1992,108,122,183,149
1993,59,129,195,155
1994,117,226,198,104
1995,100,185,238,52
1996,42,171,210,134
1997,134,109,192,117
1998,63,145,179,171
1999,85,164,157,134
2000,154,93,180,66
2001,142,171,163,138
2002,112,200,213,250
2003,68,166,104,86
2004,63,228,135,86
2005,85,137,183,80
2006,81,168,202,83
2007,118,167,349,94
2008,95,148,127,114
2009,118,218,194,207
2010,91,129,277,155
2011,78,167,172,138
2012,109,179,158,155
2013,90,270,150,187
2014,59,162,368,118
2015,98,67,173,141
2016,147,126,137,110
