year,annual-average-temperature
1987,7.4
1988,9.2
1989,9.6
1990,9.5
1991,8.5
1992,9.2
1993,8.3
1994,9.6
1995,8.7
1996,6.8
1997,8.8
1998,9.1
1999,9.6
2000,10.0
2001,9.1
2002,9.4
2003,9.4
2004,8.8
2005,9.1
2006,9.6
2007,9.9
2008,9.6
2009,9.3
2010,7.7
2011,9.9
2012,9.2
2013,8.6
2014,10.4
2015,10.1
2016,9.7

min,6
max,14
steps,9
decimal
