year,annual-frozen-days
1987,102
1988,80
1989,74
1990,64
1991,87
1992,63
1993,84
1994,56
1995,89
1996,118
1997,80
1998,71
1999,69
2000,44
2001,83
2002,69
2003,96
2004,88
2005,84
2006,82
2007,47
2008,63
2009,73
2010,108
2011,75
2012,64
2013,91
2014,48
2015,60
2016,65
