year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,148,24,-27,102
1988,188,-210,-104,161
1989,32,-164,-67,121
1990,-32,-169,-166,47
1991,-40,-142,-217,-14
1992,32,-155,-94,95
1993,-17,-153,-56,97
1994,45,-27,-78,41
1995,13,-50,-52,-4
1996,-9,-69,-22,75
1997,60,-156,-86,49
1998,-30,-113,-76,115
1999,21,-84,-109,83
2000,92,-190,-70,-4
2001,76,-98,-125,74
2002,17,-59,-52,195
2003,-6,-153,-231,30
2004,-17,-13,-154,24
2005,13,-141,-98,14
2006,29,-108,-120,-5
2007,21,-138,84,34
2008,2,-140,-176,47
2009,55,-56,-103,137
2010,21,-129,1,93
2011,-4,-162,-112,59
2012,21,-101,-140,84
2013,35,22,-154,111
2014,-37,-103,106,51
2015,20,-226,-144,70
2016,74,-155,-174,55
