year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,95,150,0
1988,97,156,0
1989,93,144,0
1990,93,147,0
1991,82,155,1
1992,91,152,0
1993,82,138,0
1994,87,146,0
1995,82,145,0
1996,57,146,0
1997,101,156,0
1998,76,139,0
1999,79,144,0
2000,60,144,0
2001,84,146,0
2002,83,147,0
2003,84,156,0
2004,87,150,0
2005,71,141,0
2006,86,155,1
2007,77,149,0
2008,92,138,0
2009,83,142,1
2010,93,145,0
2011,68,124,0
2012,108,154,0
2013,87,149,0
2014,67,126,0
2015,94,153,0
2016,9,149,0
2016
2017,69,150,0
2018,56,132,1
2019,66,130,0
2020,64,134,0
2021,59,145,0
2022,67,140,0
2023,78,129,0
2024,96,145,1
2025,69,139,1
2026,34,152,0
2027,44,140,0
2028,43,127,0
2029,73,143,1
2030,82,154,0
2031,69,144,1
2032,49,130,0
2033,66,140,0
2034,64,142,0
2035,39,129,0
2036,42,140,0
2037,92,146,0
2038,87,141,0
2039,51,141,2
2040,83,142,1
2041,68,139,1
2042,67,133,0
2043,77,148,0
2044,72,143,0
2045,104,154,1
2046,61,145,0

min,,90,0
max,,190,6
steps,,11,7
decimal
