year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1120,9,-268,5
1988,1097,9,-232,6
1989,1316,9,-290,4
1990,1046,9,-258,12
1991,1058,8,-407,10
1992,1237,10,-292,4
1993,1342,11,-438,9
1994,1297,9,-375,5
1995,1262,10,-213,1
1996,1469,11,-402,14
1997,840,9,-306,12
1998,1473,9,-329,6
1999,1188,9,-438,6
2000,1244,11,-385,6
2001,1287,9,-329,7
2002,1174,11,-185,13
2003,1000,11,-215,9
2004,1134,11,-370,5
2005,1201,10,-399,5
2006,1214,11,-299,3
2007,1255,12,-308,17
2008,1550,10,-351,3
2009,1279,9,-318,4
2010,1361,8,-301,0
2011,1691,9,-273,3
2012,1082,11,-337,6
2013,1063,7,-281,16
2014,1324,11,-199,2
2015,1235,11,-236,9
2016,1255,10,-380,5
2016
2017,1248,10,-232,17
2018,1326,11,-339,6
2019,1739,10,-311,3
2020,1421,10,-275,3
2021,1269,11,-390,6
2022,1494,10,-345,7
2023,1431,10,-336,0
2024,1657,12,-373,3
2025,1399,11,-258,10
2026,1533,10,-431,9
2027,1398,11,-465,1
2028,1331,13,-292,1
2029,1446,11,-398,9
2030,1146,9,-359,13
2031,1392,9,-298,1
2032,1659,11,-391,0
2033,1373,10,-306,4
2034,1444,9,-444,9
2035,1716,10,-278,1
2036,1481,9,-316,1
2037,1261,11,-246,6
2038,1316,10,-256,4
2039,1351,8,-342,11
2040,1415,9,-328,6
2041,1177,9,-345,12
2042,1569,9,-362,3
2043,1448,12,-366,12
2044,1482,11,-332,9
2045,1443,10,-354,8
2046,1428,10,-251,1

min,,4
max,,17
steps,,8
decimal
