year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,4,9,-48,2,0,-106,73,17,138
1988,12,1,-22,3,0,-94,50,22,104
1989,5,4,-43,3,0,-108,76,36,108
1990,7,1,6,2,1,-78,71,19,79
1991,1,4,-80,4,0,-110,76,25,145
1992,9,1,-96,4,2,-152,55,13,124
1993,7,0,-59,3,0,-183,82,19,184
1994,8,4,-105,6,0,-282,72,19,134
1995,10,2,-72,1,0,-206,74,26,71
1996,6,2,-148,3,1,-248,67,14,110
1997,1,2,-132,4,4,-235,72,28,99
1998,9,1,-90,5,0,-183,59,15,82
1999,2,1,-82,1,1,-236,69,51,56
2000,10,0,-82,1,0,-198,57,15,90
2001,10,4,-61,2,0,-130,61,31,139
2002,6,6,-125,3,3,-129,75,22,139
2003,7,0,-46,0,0,-106,72,16,79
2004,4,9,-87,4,2,-181,64,21,127
2005,3,6,-54,2,1,-73,68,10,73
2006,2,1,-82,4,1,-171,57,23,85
2007,12,12,-71,5,4,-149,60,28,107
2008,6,6,-38,2,1,-16,70,18,212
2009,2,6,24,1,0,-15,73,18,121
2010,6,0,26,2,0,-32,57,24,148
2011,5,8,-58,3,0,-205,74,9,72
2012,10,1,-14,3,0,-18,57,17,109
2013,21,1,-98,2,1,-109,60,42,194
2014,4,1,-58,5,1,-158,67,32,110
2015,2,1,-68,1,1,-128,69,21,106
2016,1,2,11,1,0,8,76,21,82
2016
2017,4,2,-31,1,0,-97,70,6,74
2018,6,2,-15,3,0,-67,61,3,130
2019,7,1,20,3,0,-71,76,13,94
2020,10,1,-53,3,0,-177,66,10,58
2021,5,3,-36,1,0,-96,64,14,106
2022,9,0,-92,4,0,-229,61,13,83
2023,8,0,-146,6,0,-251,66,18,121
2024,7,0,-163,3,1,-319,62,26,76
2025,19,5,1,5,2,-143,64,17,74
2026,12,2,-78,5,0,-276,62,6,112
2027,13,0,-135,6,0,-277,56,29,95
2028,12,1,-71,4,3,-183,68,29,139
2029,8,3,-47,3,0,-234,71,26,73
2030,9,1,-179,8,0,-358,58,8,65
2031,7,1,-53,1,4,-54,71,5,180
2032,19,0,-54,4,3,-151,61,9,63
2033,11,6,-19,2,1,-90,60,10,48
2034,11,1,-73,7,1,-247,62,7,25
2035,20,0,-113,5,3,-273,39,18,54
2036,6,8,-52,6,0,-220,71,7,57
2037,9,0,-76,5,1,-116,64,5,124
2038,5,1,15,3,0,-142,62,4,68
2039,5,1,-78,1,0,-182,76,19,93
2040,9,6,-121,4,0,-262,53,10,102
2041,6,5,-61,5,0,-190,62,11,120
2042,17,8,-22,5,2,-182,56,28,88
2043,5,5,-91,6,0,-259,70,8,85
2044,16,3,-13,3,0,-146,68,4,82
2045,10,3,-83,5,0,-193,66,17,221
2046,17,3,-64,4,0,-191,53,22,116
