year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.9,12.7,17.1,7.2
1988,5.4,13.5,16.4,8.0
1989,6.0,12.9,17.5,7.9
1990,7.0,12.9,16.7,7.3
1991,4.1,10.8,17.8,6.5
1992,4.7,13.5,17.8,7.1
1993,5.3,15.1,16.3,6.3
1994,5.5,12.9,18.0,8.9
1995,6.0,12.8,18.6,7.5
1996,2.5,12.7,16.3,6.1
1997,5.2,12.7,17.8,7.5
1998,5.7,13.2,16.1,5.8
1999,5.1,13.1,17.9,6.8
2000,5.4,13.5,16.4,8.2
2001,4.8,12.6,16.9,7.5
2002,6.1,13.1,16.7,7.6
2003,4.2,14.0,17.9,6.6
2004,4.7,13.4,17.7,7.2
2005,4.7,14.3,17.5,8.0
2006,2.7,13.7,19.2,9.7
2007,7.0,15.2,16.4,7.1
2008,6.2,13.8,16.6,6.8
2009,3.5,14.2,18.0,7.7
2010,2.9,12.6,17.6,5.3
2011,5.8,14.9,16.8,9.0
2012,4.7,12.8,17.1,7.8
2013,2.0,12.0,17.7,8.4
2014,7.2,13.8,17.1,8.8
2015,4.3,13.0,17.5,9.9
2016,4.9,13.1,18.3,6.9
