year,annual-frozen-days
1987,75
1988,31
1989,33
1990,33
1991,57
1992,30
1993,42
1994,22
1995,34
1996,77
1997,35
1998,46
1999,38
2000,38
2001,54
2002,32
2003,67
2004,24
2005,42
2006,51
2007,18
2008,29
2009,39
2010,71
2011,25
2012,33
2013,56
2014,9
2015,30
2016,38
