year,annual-hydric-deficit
1987,384
1988,451
1989,14
1990,132
1991,236
1992,-143
1993,-141
1994,7
1995,-50
1996,-90
1997,50
1998,337
1999,228
2000,275
2001,357
2002,285
2003,-180
2004,-7
2005,-224
2006,-56
2007,-56
2008,25
2009,-116
2010,-74
2011,-207
2012,-5
2013,-96
2014,104
2015,-60
2016,-132
