year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,689,533,-27,-113,48,9.6,3625,13,16.5,62
1988,808,543,86,-156,122,9.7,3619,18,16.0,82
1989,817,500,138,-107,111,9.3,3432,15,16.0,72
1990,867,522,158,-121,164,9.6,3587,19,15.7,55
1991,895,573,81,-120,118,8.5,3198,7,14.9,80
1992,698,518,-6,-180,120,10.1,3756,26,16.5,64
1993,825,652,-120,-173,26,9.4,3536,19,16.2,63
1994,749,648,-150,-308,60,9.5,3552,18,16.9,73
1995,645,518,-44,-258,115,9.3,3470,37,17.4,75
1996,654,643,-270,-294,-19,9.1,3426,16,15.1,66
1997,721,660,-182,-309,45,9.4,3557,18,17.3,76
1998,786,502,96,-145,56,9.7,3593,12,16.2,49
1999,792,682,-156,-307,94,8.9,3313,16,16.4,84
2000,819,682,-142,-250,47,10.5,3885,18,16.3,46
2001,815,519,118,-73,58,9.4,3539,25,16.4,74
2002,852,534,137,-166,182,9.6,3619,23,16.9,66
2003,745,485,81,-98,76,9.0,3364,12,15.9,76
2004,694,539,-44,-211,64,9.8,3644,16,16.5,60
2005,706,502,21,-97,41,9.5,3511,26,16.5,67
2006,641,540,-84,-206,6,9.4,3576,10,15.9,76
2007,735,525,33,-184,84,9.4,3537,28,16.3,80
2008,954,497,279,20,163,9.4,3479,16,16.3,63
2009,919,513,217,-16,140,9.8,3654,16,16.1,60
2010,996,523,293,-23,146,9.6,3537,18,16.1,60
2011,631,504,-45,-212,93,9.0,3360,15,15.7,69
2012,813,492,133,-52,70,9.9,3635,19,15.9,64
2013,902,508,202,-41,132,9.3,3468,25,16.1,83
2014,717,540,-1,-175,67,9.5,3535,23,16.6,72
2015,811,505,112,-114,66,9.8,3606,9,15.2,56
2016,846,492,175,-37,147,9.0,3376,9,15.7,67
2016
2017,874,502,182,-111,214,11.3,4121,15,16.8,16
2018,897,549,156,-115,171,11.4,4178,16,16.9,24
2019,793,549,57,-119,79,10.8,3940,31,18.3,45
2020,867,552,132,-235,238,10.7,3932,28,17.3,35
2021,848,612,-35,-173,89,10.5,3878,16,16.6,46
2022,659,547,-87,-268,154,11.0,4035,19,16.4,29
2023,809,682,-147,-312,146,10.6,3875,30,17.8,53
2024,965,724,-46,-390,246,10.4,3850,32,17.2,58
2025,787,540,69,-212,217,10.5,3879,44,17.9,63
2026,898,757,-160,-378,122,11.2,4093,33,17.3,35
2027,787,644,-131,-298,123,10.5,3859,31,16.4,54
2028,678,537,-52,-208,107,10.5,3886,29,17.3,50
2029,953,665,-27,-290,88,10.2,3744,25,16.5,52
2030,665,669,-289,-469,78,11.1,4043,23,16.8,40
2031,894,500,218,-15,147,10.4,3793,18,17.0,32
2032,770,539,32,-179,125,11.6,4251,43,16.5,16
2033,843,531,123,-135,172,10.9,3992,21,16.8,35
2034,652,538,-92,-320,122,10.5,3826,20,16.6,42
2035,690,577,-74,-329,160,11.5,4186,41,16.7,29
2036,829,551,82,-241,195,10.7,3930,27,17.0,35
2037,851,530,138,-110,128,10.5,3897,24,17.9,44
2038,790,542,62,-202,198,11.0,4035,32,17.8,35
2039,720,506,23,-155,115,10.1,3704,14,16.6,38
2040,588,573,-173,-318,71,11.3,4128,26,18.1,40
2041,767,553,29,-207,152,11.1,4053,26,17.8,37
2042,805,567,59,-220,216,9.8,3636,40,17.9,82
2043,816,538,88,-259,256,10.5,3843,21,17.6,46
2044,795,532,81,-174,143,11.5,4215,36,18.5,24
2045,935,559,190,-149,165,10.7,3945,37,17.9,56
2046,856,549,127,-188,183,10.3,3764,27,16.9,56
