year,F1,F3,M4
,label F1,label F3,label M4
1987,59,144,1
1988,71,136,1
1989,45,135,0
1990,48,130,3
1991,73,137,2
1992,76,136,1
1993,67,136,1
1994,76,137,2
1995,62,145,2
1996,71,141,1
1997,69,127,1
1998,59,140,2
1999,50,135,1
2000,52,121,0
2001,64,134,1
2002,61,132,0
2003,62,146,1
2004,43,134,3
2005,76,147,0
2006,63,126,2
2007,82,137,2
2008,58,142,0
2009,73,131,0
2010,53,139,0
2011,87,144,1
2012,58,138,1
2013,60,139,2
2014,41,140,2
2015,56,133,1
2016,77,140,0
2016
2017,26,124,0
2018,42,118,1
2019,42,136,2
2020,42,130,0
2021,47,134,0
2022,38,116,3
2023,49,133,1
2024,56,129,0
2025,50,134,3
2026,49,124,2
2027,47,117,3
2028,48,124,3
2029,43,129,2
2030,50,127,4
2031,37,137,0
2032,24,122,1
2033,38,123,1
2034,47,137,3
2035,28,122,2
2036,34,131,3
2037,67,134,2
2038,57,126,1
2039,21,133,2
2040,22,129,3
2041,27,132,2
2042,71,135,4
2043,43,145,4
2044,24,131,1
2045,56,138,2
2046,44,135,2
