year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,167,23,19,174
1988,292,-80,87,153
1989,109,-99,-120,123
1990,128,-74,-115,192
1991,85,-11,-63,225
1992,-18,-142,-65,82
1993,-17,-219,-83,178
1994,91,-111,-60,87
1995,172,-121,-165,64
1996,33,-191,-21,90
1997,77,-79,-103,154
1998,97,-33,37,235
1999,214,-88,-77,179
2000,108,-25,-3,195
2001,188,-95,90,173
2002,156,-76,-10,215
2003,46,-137,-192,103
2004,100,-149,-22,64
2005,39,-184,-111,33
2006,71,-137,-79,89
2007,88,-184,-63,103
2008,114,-87,-69,66
2009,74,-158,-187,155
2010,43,-206,-44,133
2011,14,-209,-82,69
2012,26,-54,-142,165
2013,5,-108,-166,172
2014,0,-130,142,91
2015,85,-199,-44,97
2016,144,-46,-228,-2
