year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1250,10,-113,3
1988,1330,10,-156,11
1989,1116,10,-107,5
1990,1146,11,-121,3
1991,1050,11,-120,7
1992,1397,9,-180,1
1993,1115,11,-173,6
1994,1316,12,-308,4
1995,1219,10,-258,9
1996,1063,10,-294,5
1997,1318,11,-309,3
1998,1158,10,-145,6
1999,1200,11,-307,6
2000,1357,11,-250,3
2001,1341,11,-73,0
2002,1329,11,-166,5
2003,1038,10,-98,9
2004,1271,12,-211,8
2005,1162,10,-97,9
2006,1307,11,-206,2
2007,1406,9,-184,1
2008,1170,10,20,3
2009,1213,10,-16,1
2010,1229,11,-23,7
2011,1114,9,-212,4
2012,1225,10,-52,8
2013,1175,11,-41,9
2014,1297,10,-175,1
2015,1095,8,-114,4
2016,1102,11,-37,2
2016
2017,1250,11,-111,4
2018,1509,12,-115,0
2019,1344,13,-119,12
2020,1393,10,-235,1
2021,1265,11,-173,1
2022,1371,10,-268,2
2023,1353,12,-312,8
2024,1411,10,-390,1
2025,1509,12,-212,2
2026,1516,11,-378,0
2027,1345,10,-298,3
2028,1375,10,-208,1
2029,1274,10,-290,0
2030,1453,12,-469,0
2031,1240,10,-15,4
2032,1404,9,-179,0
2033,1337,12,-135,3
2034,1278,12,-320,4
2035,1610,9,-329,1
2036,1364,10,-241,3
2037,1440,13,-110,0
2038,1510,12,-202,1
2039,1085,10,-155,3
2040,1626,12,-318,1
2041,1448,12,-207,3
2042,1518,10,-220,4
2043,1194,12,-259,14
2044,1526,12,-174,1
2045,1443,12,-149,5
2046,1392,11,-188,7
