year,F1,F3,M4
,label F1,label F3,label M4
1987,53,118,2
1988,48,130,1
1989,59,135,2
1990,51,133,3
1991,48,125,1
1992,61,136,1
1993,62,144,1
1994,64,131,2
1995,64,130,1
1996,51,131,3
1997,60,141,1
1998,49,125,3
1999,55,125,1
2000,44,136,2
2001,61,126,1
2002,63,131,1
2003,47,130,0
2004,71,136,1
2005,67,134,2
2006,63,135,3
2007,50,137,2
2008,58,137,0
2009,33,131,3
2010,62,129,0
2011,61,130,2
2012,60,140,1
2013,65,147,2
2014,65,131,2
2015,61,135,1
2016,64,141,5
2016
2017,36,121,1
2018,74,135,1
2019,51,134,3
2020,41,125,2
2021,45,124,2
2022,55,137,2
2023,36,122,2
2024,47,131,2
2025,57,132,4
2026,26,119,2
2027,31,121,3
2028,20,124,1
2029,32,120,4
2030,43,121,3
2031,34,137,2
2032,38,133,5
2033,43,131,4
2034,54,129,1
2035,56,127,3
2036,59,123,3
2037,28,118,2
2038,33,131,2
2039,58,137,1
2040,57,144,3
2041,61,120,2
2042,39,133,6
2043,52,133,2
2044,41,128,2
2045,37,124,4
2046,41,134,3

min,,80,0
max,,170,8
steps,,10,9
decimal



