year,annual-frozen-days
1987,72
1988,39
1989,60
1990,40
1991,71
1992,52
1993,58
1994,36
1995,61
1996,75
1997,62
1998,57
1999,41
2000,29
2001,55
2002,34
2003,69
2004,56
2005,67
2006,70
2007,39
2008,65
2009,60
2010,76
2011,37
2012,36
2013,50
2014,13
2015,39
2016,46
