year,annual-estival-days
1987,32
1988,20
1989,50
1990,43
1991,42
1992,39
1993,26
1994,38
1995,48
1996,36
1997,45
1998,33
1999,48
2000,33
2001,40
2002,25
2003,71
2004,43
2005,43
2006,47
2007,24
2008,27
2009,46
2010,38
2011,37
2012,16
2013,42
2014,25
2015,46
2016,41
