year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.1,12.1,17.4,7.3
1988,5.5,13.3,16.4,7.5
1989,5.9,12.9,17.8,7.4
1990,6.8,12.8,17.2,7.2
1991,4.1,11.1,18.4,6.0
1992,4.4,13.2,17.6,6.2
1993,4.1,13.9,15.7,5.5
1994,5.3,12.3,17.7,8.7
1995,5.2,12.2,18.1,7.5
1996,3.1,12.4,15.9,5.9
1997,4.6,12.7,18.3,7.4
1998,5.4,13.4,16.9,6.0
1999,5.2,13.6,18.7,6.7
2000,5.3,13.8,17.2,8.6
2001,5.6,12.8,17.0,7.2
2002,6.2,13.3,16.9,8.3
2003,4.2,14.6,19.2,6.8
2004,4.5,12.7,17.9,6.8
2005,4.0,13.9,17.6,7.3
2006,3.0,13.5,19.1,8.9
2007,6.7,15.1,16.1,6.2
2008,5.6,13.5,16.6,6.4
2009,3.2,14.0,18.3,7.6
2010,3.1,12.9,17.4,5.3
2011,5.3,14.8,17.3,8.7
2012,4.6,12.6,17.2,7.7
2013,2.6,12.1,18.3,7.9
2014,6.2,13.7,17.3,8.9
2015,4.2,13.4,18.0,9.3
2016,4.9,12.8,18.6,6.5
