year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2522,15,-892,0
1988,2216,13,-839,1
1989,2422,16,-882,1
1990,2327,14,-928,0
1991,2305,15,-871,0
1992,2387,15,-875,0
1993,2184,15,-872,0
1994,2121,12,-800,2
1995,2527,15,-904,1
1996,2315,15,-916,0
1997,2318,14,-925,0
1998,2424,16,-857,0
1999,2359,15,-875,0
2000,2415,14,-992,0
2001,2341,13,-891,0
2002,2466,14,-816,0
2003,2302,13,-867,0
2004,2238,15,-829,0
2005,2299,14,-788,0
2006,2387,15,-857,0
2007,2337,14,-838,1
2008,2455,15,-854,2
2009,2245,15,-811,0
2010,2439,14,-906,0
2011,2375,15,-883,0
2012,2348,14,-857,0
2013,2402,14,-810,0
2014,2273,16,-876,0
2015,2291,14,-786,0
2016,2472,15,-962,0
2016
2017,2482,15,-778,0
2018,2641,16,-912,0
2019,2479,15,-874,0
2020,2542,16,-926,0
2021,2571,16,-1015,0
2022,2583,16,-900,0
2023,2717,16,-1025,0
2024,2371,16,-934,0
2025,2416,16,-800,0
2026,2589,15,-963,0
2027,2561,16,-995,0
2028,2512,15,-819,0
2029,2643,18,-949,0
2030,2533,17,-952,0
2031,2876,17,-1019,0
2032,2691,16,-959,0
2033,2840,17,-907,0
2034,2670,18,-854,0
2035,2351,16,-803,0
2036,2462,15,-867,0
2037,2529,16,-902,0
2038,2842,17,-992,0
2039,2622,16,-850,0
2040,2513,16,-815,0
2041,2531,16,-841,0
2042,2636,17,-836,0
2043,2528,15,-850,0
2044,2517,16,-945,0
2045,2665,16,-971,0
2046,2526,16,-898,0
