year,annual-precipitations
1987,356
1988,254
1989,463
1990,287
1991,393
1992,316
1993,254
1994,116
1995,124
1996,318
1997,334
1998,192
1999,173
2000,196
2001,346
2002,227
2003,270
2004,383
2005,175
2006,240
2007,383
2008,268
2009,240
2010,346
2011,184
2012,365
2013,266
2014,122
2015,306
2016,315
