year,annual-estival-days
1987,119
1988,108
1989,96
1990,134
1991,112
1992,97
1993,102
1994,101
1995,98
1996,83
1997,85
1998,104
1999,122
2000,110
2001,125
2002,85
2003,117
2004,118
2005,105
2006,127
2007,132
2008,108
2009,138
2010,90
2011,137
2012,110
2013,117
2014,124
2015,128
2016,133

min,88
max,160
steps,10
decimal
