year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,33,112,5
1988,32,104,3
1989,21,104,4
1990,27,107,4
1991,21,107,4
1992,28,106,2
1993,33,102,4
1994,31,9,3
1995,28,109,4
1996,20,101,4
1997,32,109,4
1998,36,105,3
1999,37,103,2
2000,33,104,3
2001,28,115,4
2002,35,99,4
2003,26,104,4
2004,22,112,3
2005,24,112,2
2006,26,105,4
2007,23,112,4
2008,35,115,3
2009,29,102,3
2010,24,103,3
2011,17,111,5
2012,22,99,4
2013,32,109,4
2014,35,102,4
2015,39,110,2
2016,28,108,5
2016
2017,27,9,4
2018,31,105,3
2019,24,100,3
2020,22,105,4
2021,20,95,4
2022,20,101,3
2023,17,97,4
2024,18,103,3
2025,18,104,4
2026,20,97,3
2027,21,102,5
2028,24,97,4
2029,33,101,4
2030,18,100,4
2031,23,100,2
2032,22,96,4
2033,19,100,4
2034,23,104,3
2035,22,106,3
2036,18,105,4
2037,23,101,4
2038,23,99,4
2039,25,109,4
2040,21,101,3
2041,25,100,4
2042,14,94,3
2043,23,103,3
2044,26,99,4
2045,23,9,4
2046,19,96,5
