year,A1,A2,A3
,label A1,label A2,label A3
1987,94,1925,659
1988,74,1700,515
1989,87,1654,600
1990,84,1753,572
1991,68,1750,544
1992,88,1632,581
1993,65,1857,492
1994,52,1777,424
1995,86,1643,641
1996,79,1548,568
1997,63,1823,550
1998,80,1550,569
1999,67,1684,509
2000,71,1741,591
2001,81,1751,514
2002,88,1440,624
2003,71,1631,528
2004,68,1670,477
2005,81,1848,553
2006,94,1634,620
2007,80,1777,592
2008,90,1908,668
2009,68,1670,470
2010,78,1626,597
2011,82,1793,531
2012,74,1533,571
2013,81,1762,572
2014,79,1688,550
2015,73,1851,490
2016,81,1632,594
2016
2017,90,1579,715
2018,99,1589,792
2019,82,1536,651
2020,95,1600,719
2021,103,1398,829
2022,104,1539,699
2023,99,1388,844
2024,75,1613,578
2025,89,1546,648
2026,106,1303,771
2027,94,1684,702
2028,93,1543,676
2029,104,1538,758
2030,85,1478,727
2031,134,1399,945
2032,100,1400,775
2033,114,1443,861
2034,109,1687,823
2035,86,1560,644
2036,93,1532,729
2037,102,1548,718
2038,125,1357,886
2039,117,1617,869
2040,93,1447,687
2041,88,1566,701
2042,110,1370,766
2043,91,1556,664
2044,107,1493,766
2045,87,1370,741
2046,93,1493,669

min,50,1500,450
max,130,2200,1150
steps,9,8,9
decimal
