year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,343,1010,-1075,-892,-25,14.5,5302,126,23.1,31
1988,205,915,-1153,-839,-150,14.7,5356,111,21.6,19
1989,229,948,-1127,-882,-47,15.1,5514,120,23.3,9
1990,356,959,-1019,-928,-29,14.7,5375,102,22.5,16
1991,276,1000,-1213,-871,-136,14.6,5337,97,23.3,10
1992,345,953,-1065,-875,-17,15.1,5514,125,22.6,22
1993,283,959,-1156,-872,-81,14.3,5203,106,22.4,19
1994,254,955,-1176,-800,-172,14.2,5194,88,21.5,19
1995,156,975,-1243,-904,-173,15.2,5564,118,23.5,23
1996,250,979,-1235,-916,-116,15.3,5580,109,22.9,8
1997,245,1020,-1269,-925,-133,14.4,5272,110,22.5,22
1998,277,937,-1108,-857,-125,15.2,5579,117,23.1,25
1999,311,977,-1172,-875,-101,14.8,5388,112,21.8,26
2000,184,1044,-1356,-992,-154,14.8,5415,112,22.7,18
2001,276,919,-1062,-891,32,14.5,5307,112,21.7,28
2002,386,973,-1059,-816,-30,15.7,5750,114,23.1,17
2003,210,933,-1184,-867,-149,14.9,5422,99,22.2,24
2004,186,918,-1178,-829,-148,14.6,5345,102,22.5,20
2005,470,919,-874,-788,62,14.4,5257,107,22.5,32
2006,352,970,-1075,-857,-60,15.2,5552,129,22.6,12
2007,336,959,-1064,-838,-73,14.7,5372,121,22.8,34
2008,295,987,-1111,-854,-85,14.6,5326,129,23.7,32
2009,322,921,-1025,-811,-35,14.6,5327,93,22.7,14
2010,367,973,-1038,-906,9,15.1,5531,111,22.6,9
2011,249,943,-1110,-883,-113,14.5,5302,111,22.3,28
2012,298,952,-1124,-857,-184,15.3,5578,108,22.7,10
2013,300,948,-1085,-810,-78,14.7,5365,113,22.8,29
2014,332,915,-1004,-876,54,14.8,5426,109,23.0,16
2015,269,912,-1070,-786,-119,14.2,5194,113,22.2,31
2016,290,1001,-1134,-962,12,15.1,5523,119,23.1,19
2016
2017,435,951,-964,-778,-110,15.6,5678,125,23.5,14
2018,382,990,-1033,-912,3,15.8,5751,124,24.6,16
2019,316,988,-1112,-874,-92,15.5,5639,96,23.7,6
2020,282,956,-1099,-926,-61,15.5,5661,117,24.7,10
2021,405,1081,-1213,-1015,-116,16.3,5966,137,24.3,7
2022,276,972,-1127,-900,-102,15.7,5714,121,23.4,2
2023,235,1127,-1400,-1025,-147,16.5,6022,130,24.5,3
2024,333,999,-1150,-934,-61,15.1,5541,114,23.0,13
2025,237,919,-1116,-800,-163,15.5,5650,125,23.8,7
2026,219,1021,-1323,-963,-169,16.6,6046,136,23.8,2
2027,252,1073,-1293,-995,-98,15.3,5581,121,23.9,6
2028,422,963,-970,-819,-48,15.6,5699,129,23.3,3
2029,221,1059,-1335,-949,-228,15.8,5760,129,24.4,12
2030,283,1033,-1273,-952,-110,15.9,5810,121,24.5,3
2031,154,1037,-1334,-1019,-164,16.8,6114,151,24.7,7
2032,211,1021,-1276,-959,-126,16.2,5944,130,24.3,10
2033,335,1058,-1176,-907,-132,16.4,5986,132,24.7,8
2034,382,1021,-1073,-854,-149,15.6,5703,126,25.0,14
2035,256,918,-1119,-803,-125,15.4,5609,103,23.9,18
2036,373,975,-1054,-867,-144,15.7,5754,120,23.9,0
2037,344,968,-1069,-902,-34,15.7,5736,131,24.3,11
2038,304,1047,-1209,-992,-111,16.7,6093,148,24.8,4
2039,364,998,-1094,-850,-120,15.9,5818,134,24.6,11
2040,358,971,-1063,-815,-80,15.8,5792,117,23.9,3
2041,299,981,-1126,-841,-164,15.6,5697,120,23.7,9
2042,406,992,-1042,-836,-106,16.3,5960,134,24.1,5
2043,414,979,-993,-850,-84,15.5,5655,114,23.7,4
2044,295,976,-1159,-945,-98,15.9,5823,131,24.3,7
2045,321,1041,-1162,-971,-74,16.1,5877,115,24.7,6
2046,269,971,-1143,-898,-120,15.7,5716,127,23.6,5
