year,annual-frozen-days
1987,26
1988,44
1989,14
1990,32
1991,32
1992,34
1993,42
1994,22
1995,18
1996,11
1997,3
1998,22
1999,37
2000,21
2001,22
2002,7
2003,20
2004,26
2005,53
2006,31
2007,5
2008,11
2009,19
2010,24
2011,21
2012,16
2013,11
2014,24
2015,30
2016,5
