year,annual-estival-days
1987,26
1988,22
1989,57
1990,52
1991,44
1992,38
1993,24
1994,40
1995,52
1996,42
1997,50
1998,36
1999,46
2000,30
2001,40
2002,26
2003,70
2004,43
2005,48
2006,53
2007,22
2008,29
2009,52
2010,50
2011,47
2012,41
2013,58
2014,33
2015,53
2016,46
