year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.5,12.3,17.6,7.3
1988,6.0,13.0,16.6,8.1
1989,6.1,13.1,18.2,7.9
1990,7.3,12.9,18.2,7.9
1991,4.5,11.2,18.5,6.5
1992,5.4,13.8,18.1,7.6
1993,5.6,14.1,16.2,6.5
1994,6.5,12.9,18.1,9.5
1995,6.5,12.6,18.7,8.1
1996,4.2,12.7,16.7,6.7
1997,5.5,12.9,18.8,8.5
1998,6.1,13.5,17.4,7.1
1999,6.3,13.8,19.0,7.7
2000,6.1,13.8,17.6,8.9
2001,6.2,13.4,17.4,8.1
2002,7.1,13.5,17.2,9.1
2003,5.2,14.8,19.7,7.5
2004,5.6,13.4,18.3,7.7
2005,5.1,14.1,18.2,8.3
2006,3.9,13.9,19.5,9.4
2007,7.5,15.3,16.6,7.2
2008,6.4,13.8,17.0,7.1
2009,3.9,13.9,18.5,8.5
2010,3.8,13.5,18.0,6.1
2011,6.4,14.9,17.7,9.7
2012,5.7,13.2,17.6,8.5
2013,3.5,12.4,19.0,8.6
2014,7.6,13.8,18.0,9.5
2015,5.2,14.2,18.4,10.3
2016,5.9,13.2,19.3,7.5
