year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,648,635,-200,-399,135,11.6,4264,38,17.8,27
1988,483,608,-327,-357,16,10.2,3776,29,17.8,56
1989,608,623,-211,-315,33,10.3,3778,35,18.1,58
1990,541,630,-293,-402,116,10.9,4009,44,18.2,34
1991,558,733,-454,-504,36,10.9,4013,29,17.0,44
1992,600,593,-205,-402,153,10.6,3891,34,17.8,45
1993,627,760,-449,-439,22,10.3,3794,29,16.7,51
1994,583,687,-398,-356,-3,10.4,3839,19,16.3,35
1995,659,594,-136,-270,87,10.1,3720,32,17.8,53
1996,600,680,-352,-411,-1,10.4,3824,27,17.7,57
1997,541,687,-411,-443,-5,10.6,3908,11,16.1,38
1998,731,601,-67,-209,58,10.3,3814,34,18.0,58
1999,691,727,-362,-396,91,10.7,3915,27,17.2,43
2000,616,719,-390,-445,9,10.9,4016,46,19.2,52
2001,561,611,-247,-362,64,10.1,3765,46,17.8,72
2002,530,609,-277,-317,-10,10.4,3835,21,16.7,48
2003,684,580,-94,-259,138,10.1,3710,35,17.8,51
2004,623,623,-214,-371,40,10.5,3863,30,17.7,48
2005,454,607,-382,-419,5,10.7,3954,34,17.3,53
2006,629,615,-198,-319,48,10.6,3956,37,17.7,67
2007,523,594,-258,-346,73,9.8,3590,24,16.5,55
2008,465,638,-385,-494,78,10.6,3921,37,18.1,59
2009,464,629,-365,-425,-3,10.5,3859,32,17.3,39
2010,483,586,-308,-343,24,10.0,3739,24,16.5,70
2011,539,640,-329,-361,31,12.1,4435,42,18.0,27
2012,551,609,-260,-396,98,10.3,3853,23,17.2,46
2013,595,599,-202,-327,28,10.0,3686,27,17.3,54
2014,541,609,-276,-323,-23,10.4,3850,26,17.1,55
2015,517,578,-275,-367,69,10.4,3850,24,16.5,39
2016,759,596,-27,-178,81,10.1,3754,26,17.6,56
2016
2017,549,645,-314,-423,78,12.0,4409,58,19.1,38
2018,561,605,-252,-401,88,11.3,4127,41,18.2,47
2019,557,639,-294,-381,47,11.1,4102,54,18.1,42
2020,524,668,-365,-400,35,11.9,4377,47,18.6,35
2021,568,745,-460,-517,32,12.1,4443,58,19.2,24
2022,518,643,-339,-432,73,12.0,4406,66,20.0,32
2023,481,812,-643,-652,45,11.6,4267,42,18.7,33
2024,629,756,-422,-442,49,11.9,4362,39,17.9,25
2025,580,622,-254,-401,80,11.4,4164,31,17.1,28
2026,612,734,-433,-421,7,11.7,4288,37,18.0,17
2027,528,768,-515,-487,4,11.8,4332,60,19.0,44
2028,500,648,-346,-455,70,11.6,4241,60,18.9,33
2029,618,754,-484,-435,-15,12.2,4467,55,18.9,23
2030,626,750,-378,-506,135,11.2,4103,54,18.6,48
2031,677,634,-164,-350,84,11.6,4264,62,19.9,38
2032,586,631,-245,-376,116,11.1,4085,46,17.9,30
2033,554,640,-284,-445,109,11.5,4216,45,18.6,19
2034,589,626,-252,-379,67,11.1,4061,43,18.4,30
2035,461,642,-387,-448,65,11.5,4225,34,17.7,33
2036,722,659,-166,-372,166,12.2,4488,65,19.2,35
2037,512,689,-393,-471,43,12.0,4380,72,20.1,35
2038,582,644,-273,-398,93,12.3,4475,58,18.1,20
2039,589,631,-248,-395,107,11.9,4360,39,18.2,22
2040,456,621,-380,-445,44,11.7,4270,31,17.6,21
2041,590,628,-234,-318,60,10.8,3964,44,18.4,48
2042,563,593,-237,-356,80,10.8,3939,32,18.6,48
2043,597,634,-246,-382,75,11.1,4099,41,18.5,47
2044,460,611,-371,-447,30,11.5,4215,62,19.0,31
2045,450,655,-419,-543,43,11.1,4092,44,18.1,49
2046,622,633,-211,-374,90,11.2,4097,43,18.4,34
