year,annual-frozen-days
1987,72
1988,34
1989,51
1990,35
1991,58
1992,33
1993,40
1994,22
1995,37
1996,64
1997,50
1998,49
1999,29
2000,23
2001,44
2002,22
2003,51
2004,42
2005,59
2006,57
2007,33
2008,51
2009,49
2010,77
2011,35
2012,35
2013,42
2014,12
2015,33
2016,44
