year,annual-hydric-deficit
1987,22
1988,10
1989,-296
1990,-399
1991,-201
1992,-207
1993,-202
1994,-94
1995,-219
1996,-358
1997,-160
1998,-79
1999,0
2000,-4
2001,49
2002,-140
2003,-378
2004,-160
2005,-220
2006,-171
2007,-193
2008,-149
2009,-256
2010,-204
2011,-236
2012,-104
2013,-103
2014,-61
2015,-259
2016,-69
