year,annual-precipitations
1987,628
1988,650
1989,510
1990,401
1991,446
1992,593
1993,554
1994,667
1995,561
1996,409
1997,606
1998,645
1999,773
2000,732
2001,793
2002,623
2003,480
2004,616
2005,548
2006,610
2007,551
2008,605
2009,510
2010,572
2011,552
2012,648
2013,634
2014,688
2015,556
2016,653
