year,annual-precipitations
1987,689
1988,731
1989,566
1990,522
1991,522
1992,643
1993,689
1994,790
1995,723
1996,620
1997,772
1998,806
1999,955
2000,862
2001,868
2002,779
2003,623
2004,650
2005,403
2006,682
2007,655
2008,661
2009,598
2010,588
2011,563
2012,782
2013,724
2014,736
2015,597
2016,672
