year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,11,0,-89,6,2,-254,64,7,76
1988,26,3,-118,6,3,-276,48,27,109
1989,21,0,-105,7,1,-295,55,28,43
1990,9,0,-38,6,1,-234,72,23,46
1991,7,0,-107,7,1,-365,63,20,38
1992,7,1,-109,6,5,-308,58,10,63
1993,14,1,-112,6,6,-323,52,28,64
1994,26,2,-142,8,3,-396,41,14,72
1995,19,0,-130,6,4,-270,55,17,98
1996,15,2,-77,6,4,-319,55,20,74
1997,9,0,-95,5,2,-293,66,14,60
1998,18,1,-118,6,2,-290,54,23,52
1999,28,3,-187,6,5,-346,62,20,98
2000,26,1,-158,8,5,-389,50,13,86
2001,21,0,-39,8,4,-260,53,19,77
2002,19,0,-115,8,8,-319,58,12,73
2003,13,0,-81,9,0,-305,59,13,58
2004,2,3,-152,7,0,-392,63,12,75
2005,12,0,-58,6,1,-238,65,15,88
2006,12,4,-76,7,1,-234,60,15,122
2007,15,0,-86,5,5,-301,50,11,35
2008,12,0,-88,5,4,-240,55,26,70
2009,31,2,-30,6,2,-215,54,15,68
2010,20,0,-46,3,1,-196,52,22,56
2011,13,0,-106,4,4,-266,62,15,59
2012,12,1,-60,4,2,-227,52,8,104
2013,20,1,-178,8,3,-400,51,5,82
2014,9,3,-91,7,4,-255,59,22,52
2015,16,2,-110,6,0,-280,56,11,94
2016,26,2,-100,6,7,-308,55,21,33
2016
2017,26,0,-106,7,2,-301,42,15,98
2018,28,0,-185,6,2,-428,38,10,17
2019,39,0,-202,8,9,-425,40,4,52
2020,21,0,-109,8,13,-374,52,9,52
2021,28,0,-213,6,14,-469,38,2,55
2022,24,1,-168,6,3,-392,45,4,15
2023,32,0,-169,6,11,-428,48,8,48
2024,27,2,-210,6,11,-434,39,6,67
2025,33,2,-160,3,9,-381,33,0,55
2026,35,1,-172,7,4,-440,35,11,62
2027,31,1,-191,5,11,-461,40,4,80
2028,21,2,-170,9,10,-433,49,15,40
2029,17,1,-162,5,8,-411,39,13,29
2030,24,0,-203,7,5,-501,49,9,42
2031,23,0,-128,6,13,-333,67,2,42
2032,39,0,-119,5,12,-344,35,8,49
2033,21,2,-94,4,1,-288,36,8,62
2034,33,1,-177,9,12,-414,43,2,79
2035,25,1,-183,5,1,-397,45,5,44
2036,28,1,-117,5,10,-324,36,15,59
2037,35,0,-112,4,6,-351,43,3,43
2038,47,1,-240,9,16,-493,39,4,39
2039,21,2,-151,6,3,-384,54,10,36
2040,16,1,-132,6,2,-302,53,12,71
2041,28,3,-127,6,0,-370,41,6,37
2042,27,1,-127,5,3,-309,51,2,81
2043,40,3,-247,7,2,-420,29,3,55
2044,29,5,-107,5,4,-357,41,17,45
2045,21,0,-176,8,6,-405,50,13,37
2046,13,0,-100,6,3,-319,60,4,45

min,,,,0
max,,,,14
steps,,,,8
decimal
