year,F1,F3,M4
,label F1,label F3,label M4
1987,30,107,3
1988,35,115,1
1989,45,127,1
1990,28,112,5
1991,28,110,3
1992,43,122,3
1993,58,123,3
1994,41,114,5
1995,46,111,1
1996,37,115,3
1997,48,109,2
1998,54,123,3
1999,26,122,2
2000,60,129,3
2001,46,109,5
2002,46,117,3
2003,34,125,3
2004,29,127,4
2005,26,116,3
2006,36,125,2
2007,52,131,5
2008,29,128,2
2009,38,125,3
2010,41,110,2
2011,47,114,3
2012,52,122,2
2013,48,118,5
2014,31,115,4
2015,32,118,3
2016,37,125,3
2016
2017,31,112,3
2018,21,117,4
2019,42,112,5
2020,27,95,4
2021,47,114,4
2022,37,121,5
2023,45,119,3
2024,52,122,3
2025,39,117,4
2026,42,120,4
2027,44,123,2
2028,25,124,5
2029,18,123,3
2030,37,116,4
2031,31,121,4
2032,41,120,4
2033,25,121,3
2034,42,119,5
2035,41,118,1
2036,47,123,3
2037,48,122,2
2038,23,111,8
2039,44,122,6
2040,14,125,5
2041,36,114,3
2042,37,115,2
2043,32,122,5
2044,39,120,5
2045,26,112,4
2046,33,120,3
