year,annual-estival-days
1987,42
1988,29
1989,77
1990,57
1991,59
1992,54
1993,40
1994,49
1995,60
1996,50
1997,63
1998,46
1999,56
2000,44
2001,53
2002,33
2003,81
2004,58
2005,63
2006,68
2007,28
2008,37
2009,60
2010,61
2011,54
2012,48
2013,55
2014,47
2015,57
2016,64
