year,annual-estival-days
1987,7
1988,32
1989,22
1990,8
1991,20
1992,19
1993,10
1994,25
1995,20
1996,21
1997,39
1998,9
1999,38
2000,8
2001,28
2002,44
2003,24
2004,16
2005,21
2006,39
2007,35
2008,9
2009,10
2010,45
2011,35
2012,10
2013,35
2014,40
2015,15
2016,22
