year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,61,-56,128,61
1988,73,-100,164,138
1989,100,-101,-38,237
1990,184,-162,105,167
1991,89,-15,-52,126
1992,121,-113,-112,104
1993,125,-160,12,160
1994,87,-48,-42,139
1995,185,-26,-130,76
1996,49,-118,-134,179
1997,99,58,-137,212
1998,82,27,30,124
1999,122,-120,-134,200
2000,126,-136,12,72
2001,90,0,-19,165
2002,125,-142,-206,128
2003,67,-67,-11,137
2004,101,-85,23,153
2005,62,-78,-70,46
2006,26,-154,-104,205
2007,118,-93,-53,167
2008,138,-83,111,206
2009,74,-123,10,228
2010,68,-77,80,194
2011,63,-175,-47,131
2012,95,31,30,236
2013,63,-91,-45,125
2014,93,6,-5,151
2015,97,-76,-87,91
2016,136,-84,-16,133
